0.6178,0.20372,0.17848
0.74369,0.12517,0.13114
0.65916,0.25082,0.090023
0.62969,0.24945,0.12086
0.76755,0.18951,0.042937
0.64709,0.26071,0.092203
0.68995,0.23915,0.070906
0.63335,0.081962,0.28469
0.6773,0.25126,0.071438
0.53558,0.42034,0.044083
0.74402,0.18977,0.066208
0.65717,0.30097,0.041859
0.57787,0.37794,0.044192
0.73356,0.20583,0.060609
0.66734,0.2008,0.13186
0.63774,0.34393,0.018334
0.88037,0.10016,0.019474
0.79396,0.14066,0.065383
0.63165,0.17535,0.193
0.75278,0.15619,0.091032
0.70958,0.22314,0.067276
